activity_id,opportunity_id,se_id,activity_type,activity_date,notes
ACT-0714,OPP-0114,SE-040,Discovery Call,2026-07-08,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0715,OPP-0094,SE-030,RFP Work,2026-04-16,Drafted responses covering ModelServe security and compliance questions.
ACT-0716,OPP-0252,SE-006,Discovery Call,2026-06-07,Discussed current Lakehouse Core stack and pain points around scaling data pipelines.
ACT-0717,OPP-0325,SE-011,Technical Demo,2026-05-30,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0718,OPP-0047,SE-013,Technical Demo,2026-06-27,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0719,OPP-0121,SE-034,Internal Sync,2026-05-22,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0720,OPP-0240,SE-021,Discovery Call,2026-06-17,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0721,OPP-0126,SE-029,Technical Demo,2026-04-06,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0722,OPP-0156,SE-020,Technical Demo,2026-05-21,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0723,OPP-0326,SE-014,Internal Sync,2026-07-05,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0724,OPP-0041,SE-025,POC Check-in,2026-06-05,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0725,OPP-0086,SE-032,RFP Work,2026-03-23,Drafted responses covering Governance Suite security and compliance questions.
ACT-0726,OPP-0259,SE-041,RFP Work,2026-07-02,Drafted responses covering Governance Suite security and compliance questions.
ACT-0727,OPP-0247,SE-003,RFP Work,2026-04-08,Drafted responses covering PipelineOps security and compliance questions.
ACT-0728,OPP-0043,SE-021,RFP Work,2026-06-24,Drafted responses covering Governance Suite security and compliance questions.
ACT-0729,OPP-0284,SE-013,Internal Sync,2026-04-16,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0730,OPP-0238,SE-021,POC Check-in,2026-04-17,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0731,OPP-0193,SE-037,RFP Work,2026-07-05,Drafted responses covering ModelServe security and compliance questions.
ACT-0732,OPP-0037,SE-023,Internal Sync,2026-04-27,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0733,OPP-0101,SE-011,Technical Demo,2026-04-25,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0734,OPP-0007,SE-034,Technical Demo,2026-05-01,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0735,OPP-0208,SE-028,POC Check-in,2026-05-28,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0736,OPP-0197,SE-033,RFP Work,2026-06-13,Drafted responses covering ModelServe security and compliance questions.
ACT-0737,OPP-0210,SE-004,POC Check-in,2026-07-15,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0738,OPP-0290,SE-012,Discovery Call,2026-06-15,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0739,OPP-0131,SE-024,Technical Demo,2026-04-22,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0740,OPP-0326,SE-025,Internal Sync,2026-05-25,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0741,OPP-0218,SE-017,Discovery Call,2026-06-11,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0742,OPP-0018,SE-025,Technical Demo,2026-06-09,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0743,OPP-0134,SE-040,Discovery Call,2026-06-21,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0744,OPP-0131,SE-017,RFP Work,2026-03-17,Drafted responses covering PipelineOps security and compliance questions.
ACT-0745,OPP-0007,SE-009,Internal Sync,2026-04-19,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0746,OPP-0204,SE-039,Discovery Call,2026-04-26,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0747,OPP-0217,SE-012,Discovery Call,2026-05-01,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0748,OPP-0155,SE-034,RFP Work,2026-06-14,Drafted responses covering ModelServe security and compliance questions.
ACT-0749,OPP-0301,SE-021,Internal Sync,2026-04-30,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0750,OPP-0056,SE-042,RFP Work,2026-04-17,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0751,OPP-0074,SE-019,Internal Sync,2026-04-11,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0752,OPP-0158,SE-002,Technical Demo,2026-06-25,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0753,OPP-0001,SE-008,Technical Demo,2026-05-01,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0754,OPP-0269,SE-028,Discovery Call,2026-03-28,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0755,OPP-0088,SE-013,POC Check-in,2026-05-02,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0756,OPP-0069,SE-014,POC Check-in,2026-03-20,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0757,OPP-0258,SE-009,RFP Work,2026-05-03,Drafted responses covering PipelineOps security and compliance questions.
ACT-0758,OPP-0096,SE-014,RFP Work,2026-04-26,Drafted responses covering PipelineOps security and compliance questions.
ACT-0759,OPP-0099,SE-018,Discovery Call,2026-06-09,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0760,OPP-0321,SE-041,RFP Work,2026-07-01,Drafted responses covering Governance Suite security and compliance questions.
ACT-0761,OPP-0041,SE-020,Discovery Call,2026-06-11,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0762,OPP-0064,SE-019,Discovery Call,2026-07-12,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0763,OPP-0016,SE-039,Discovery Call,2026-07-05,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0764,OPP-0249,SE-008,Technical Demo,2026-05-26,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0765,OPP-0137,SE-002,Discovery Call,2026-06-29,Discussed current Lakehouse Core stack and pain points around scaling data pipelines.
ACT-0766,OPP-0050,SE-015,Internal Sync,2026-06-17,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0767,OPP-0193,SE-040,Internal Sync,2026-04-20,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0768,OPP-0249,SE-032,Internal Sync,2026-07-13,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0769,OPP-0173,SE-025,POC Check-in,2026-05-03,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0770,OPP-0123,SE-025,POC Check-in,2026-05-13,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0771,OPP-0313,SE-005,RFP Work,2026-06-17,Drafted responses covering Governance Suite security and compliance questions.
ACT-0772,OPP-0052,SE-002,POC Check-in,2026-07-09,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0773,OPP-0072,SE-003,RFP Work,2026-04-01,Drafted responses covering Governance Suite security and compliance questions.
ACT-0774,OPP-0272,SE-019,Internal Sync,2026-06-02,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0775,OPP-0232,SE-041,Technical Demo,2026-04-23,Walked through ModelServe integration and answered questions on governance controls.
ACT-0776,OPP-0339,SE-014,RFP Work,2026-05-25,Drafted responses covering Governance Suite security and compliance questions.
ACT-0777,OPP-0009,SE-042,Discovery Call,2026-06-18,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0778,OPP-0167,SE-030,POC Check-in,2026-05-22,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0779,OPP-0205,SE-041,Technical Demo,2026-06-28,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0780,OPP-0220,SE-032,Discovery Call,2026-05-07,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0781,OPP-0151,SE-040,Discovery Call,2026-05-04,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0782,OPP-0267,SE-038,Technical Demo,2026-03-25,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0783,OPP-0066,SE-033,Internal Sync,2026-03-16,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0784,OPP-0345,SE-037,Discovery Call,2026-06-18,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0785,OPP-0229,SE-009,RFP Work,2026-04-15,Drafted responses covering PipelineOps security and compliance questions.
ACT-0786,OPP-0125,SE-015,RFP Work,2026-07-12,Drafted responses covering PipelineOps security and compliance questions.
ACT-0787,OPP-0055,SE-029,Technical Demo,2026-04-04,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0788,OPP-0168,SE-026,Discovery Call,2026-03-21,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0789,OPP-0132,SE-032,POC Check-in,2026-05-09,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0790,OPP-0274,SE-042,Discovery Call,2026-03-26,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0791,OPP-0171,SE-016,RFP Work,2026-05-31,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0792,OPP-0330,SE-023,Internal Sync,2026-06-20,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0793,OPP-0335,SE-037,RFP Work,2026-06-02,Drafted responses covering Governance Suite security and compliance questions.
ACT-0794,OPP-0115,SE-018,RFP Work,2026-05-10,Drafted responses covering PipelineOps security and compliance questions.
ACT-0795,OPP-0045,SE-009,Discovery Call,2026-05-13,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0796,OPP-0304,SE-014,Discovery Call,2026-04-21,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0797,OPP-0066,SE-022,Discovery Call,2026-03-27,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0798,OPP-0160,SE-005,RFP Work,2026-03-23,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0799,OPP-0199,SE-029,Internal Sync,2026-04-21,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0800,OPP-0348,SE-010,POC Check-in,2026-04-22,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0801,OPP-0055,SE-027,Internal Sync,2026-07-09,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0802,OPP-0162,SE-011,Discovery Call,2026-06-08,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0803,OPP-0256,SE-031,POC Check-in,2026-07-02,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0804,OPP-0075,SE-004,Technical Demo,2026-05-04,Walked through ModelServe integration and answered questions on governance controls.
ACT-0805,OPP-0159,SE-034,Internal Sync,2026-03-20,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0806,OPP-0294,SE-032,Discovery Call,2026-04-21,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0807,OPP-0150,SE-026,Technical Demo,2026-06-03,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0808,OPP-0079,SE-015,Discovery Call,2026-07-15,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0809,OPP-0092,SE-033,Technical Demo,2026-04-29,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0810,OPP-0338,SE-012,RFP Work,2026-06-20,Drafted responses covering ModelServe security and compliance questions.
ACT-0811,OPP-0173,SE-029,Discovery Call,2026-03-22,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0812,OPP-0201,SE-027,RFP Work,2026-06-07,Drafted responses covering ModelServe security and compliance questions.
ACT-0813,OPP-0145,SE-014,Discovery Call,2026-06-09,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0814,OPP-0050,SE-010,Internal Sync,2026-06-12,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0815,OPP-0156,SE-031,POC Check-in,2026-05-21,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0816,OPP-0227,SE-032,Technical Demo,2026-05-31,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0817,OPP-0108,SE-015,POC Check-in,2026-07-04,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0818,OPP-0186,SE-038,Technical Demo,2026-05-07,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0819,OPP-0193,SE-029,Discovery Call,2026-07-13,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0820,OPP-0050,SE-024,Technical Demo,2026-05-14,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0821,OPP-0027,SE-009,RFP Work,2026-04-14,Drafted responses covering PipelineOps security and compliance questions.
ACT-0822,OPP-0304,SE-029,Internal Sync,2026-04-22,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0823,OPP-0126,SE-004,Technical Demo,2026-05-23,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0824,OPP-0204,SE-033,Discovery Call,2026-06-28,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0825,OPP-0335,SE-026,POC Check-in,2026-04-22,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0826,OPP-0333,SE-026,Discovery Call,2026-04-25,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0827,OPP-0189,SE-002,POC Check-in,2026-07-09,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0828,OPP-0043,SE-009,Discovery Call,2026-06-22,Discussed current Lakehouse Core stack and pain points around scaling data pipelines.
ACT-0829,OPP-0012,SE-039,RFP Work,2026-04-12,Drafted responses covering PipelineOps security and compliance questions.
ACT-0830,OPP-0141,SE-008,Internal Sync,2026-06-23,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0831,OPP-0197,SE-032,Internal Sync,2026-04-29,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0832,OPP-0293,SE-010,RFP Work,2026-05-28,Drafted responses covering ModelServe security and compliance questions.
ACT-0833,OPP-0033,SE-036,Discovery Call,2026-04-10,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0834,OPP-0011,SE-027,Technical Demo,2026-04-15,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0835,OPP-0033,SE-035,Internal Sync,2026-04-17,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0836,OPP-0107,SE-009,Internal Sync,2026-03-18,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0837,OPP-0003,SE-037,Technical Demo,2026-07-07,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0838,OPP-0063,SE-004,RFP Work,2026-05-29,Drafted responses covering ModelServe security and compliance questions.
ACT-0839,OPP-0335,SE-012,Technical Demo,2026-05-28,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0840,OPP-0018,SE-007,Discovery Call,2026-04-06,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0841,OPP-0187,SE-036,Discovery Call,2026-05-13,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0842,OPP-0337,SE-002,Technical Demo,2026-06-10,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0843,OPP-0024,SE-035,Technical Demo,2026-07-05,Walked through ModelServe integration and answered questions on governance controls.
ACT-0844,OPP-0072,SE-038,POC Check-in,2026-04-11,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0845,OPP-0268,SE-024,RFP Work,2026-06-14,Drafted responses covering ModelServe security and compliance questions.
ACT-0846,OPP-0051,SE-004,Internal Sync,2026-06-12,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0847,OPP-0097,SE-011,Technical Demo,2026-07-04,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0848,OPP-0069,SE-040,POC Check-in,2026-07-05,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0849,OPP-0303,SE-024,Internal Sync,2026-05-18,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0850,OPP-0319,SE-029,POC Check-in,2026-04-11,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0851,OPP-0134,SE-026,Discovery Call,2026-04-27,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0852,OPP-0234,SE-007,Technical Demo,2026-06-02,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0853,OPP-0074,SE-036,POC Check-in,2026-07-14,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0854,OPP-0323,SE-019,Technical Demo,2026-04-12,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0855,OPP-0289,SE-034,Technical Demo,2026-04-29,Walked through ModelServe integration and answered questions on governance controls.
ACT-0856,OPP-0215,SE-011,Internal Sync,2026-05-28,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0857,OPP-0195,SE-003,POC Check-in,2026-03-24,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0858,OPP-0040,SE-019,Internal Sync,2026-03-24,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0859,OPP-0281,SE-028,Discovery Call,2026-07-07,Discussed current Lakehouse Core stack and pain points around scaling data pipelines.
ACT-0860,OPP-0328,SE-007,Discovery Call,2026-04-14,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0861,OPP-0140,SE-011,POC Check-in,2026-06-14,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0862,OPP-0006,SE-008,Technical Demo,2026-04-14,Walked through ModelServe integration and answered questions on governance controls.
ACT-0863,OPP-0194,SE-008,RFP Work,2026-05-27,Drafted responses covering PipelineOps security and compliance questions.
ACT-0864,OPP-0270,SE-021,Discovery Call,2026-06-15,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0865,OPP-0049,SE-035,Internal Sync,2026-06-29,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0866,OPP-0283,SE-019,POC Check-in,2026-04-03,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0867,OPP-0025,SE-012,Internal Sync,2026-04-09,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0868,OPP-0093,SE-024,POC Check-in,2026-05-29,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0869,OPP-0245,SE-039,Internal Sync,2026-07-10,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0870,OPP-0005,SE-034,Technical Demo,2026-05-20,Walked through ModelServe integration and answered questions on governance controls.
ACT-0871,OPP-0074,SE-026,Technical Demo,2026-06-18,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0872,OPP-0028,SE-042,Internal Sync,2026-06-25,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0873,OPP-0348,SE-040,POC Check-in,2026-04-22,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0874,OPP-0094,SE-030,RFP Work,2026-05-01,Drafted responses covering Governance Suite security and compliance questions.
ACT-0875,OPP-0258,SE-020,POC Check-in,2026-03-26,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0876,OPP-0267,SE-016,POC Check-in,2026-04-14,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0877,OPP-0157,SE-028,POC Check-in,2026-06-16,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0878,OPP-0325,SE-007,POC Check-in,2026-03-28,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0879,OPP-0048,SE-012,Discovery Call,2026-05-03,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0880,OPP-0044,SE-020,Internal Sync,2026-04-01,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0881,OPP-0006,SE-029,Internal Sync,2026-05-25,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0882,OPP-0246,SE-033,Internal Sync,2026-04-06,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0883,OPP-0208,SE-002,Internal Sync,2026-05-22,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0884,OPP-0004,SE-029,Internal Sync,2026-06-28,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0885,OPP-0126,SE-035,Internal Sync,2026-04-22,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0886,OPP-0311,SE-030,Internal Sync,2026-07-08,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0887,OPP-0090,SE-006,Technical Demo,2026-04-19,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0888,OPP-0264,SE-024,POC Check-in,2026-05-16,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0889,OPP-0254,SE-026,Discovery Call,2026-06-18,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0890,OPP-0058,SE-023,Technical Demo,2026-03-28,Walked through ModelServe integration and answered questions on governance controls.
ACT-0891,OPP-0149,SE-021,Technical Demo,2026-05-04,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0892,OPP-0136,SE-015,RFP Work,2026-06-11,Drafted responses covering ModelServe security and compliance questions.
ACT-0893,OPP-0112,SE-021,Discovery Call,2026-06-29,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0894,OPP-0238,SE-041,Internal Sync,2026-06-20,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0895,OPP-0183,SE-002,RFP Work,2026-03-28,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0896,OPP-0169,SE-021,Internal Sync,2026-07-07,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0897,OPP-0003,SE-024,POC Check-in,2026-07-14,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0898,OPP-0182,SE-002,Technical Demo,2026-06-12,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0899,OPP-0252,SE-014,Discovery Call,2026-05-28,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0900,OPP-0211,SE-009,Discovery Call,2026-03-21,Discussed current PipelineOps stack and pain points around scaling data pipelines.
